meeting_date
1977-08-16
1977-09-20
1977-10-18
1977-11-15
1977-12-20
1978-01-05
1978-01-17
1978-02-28
1978-03-10
1978-03-21
1978-04-18
1978-05-05
1978-05-16
1978-06-20
1978-07-18
1978-08-15
1978-09-08
1978-09-19
1978-10-17
1978-11-21
1978-12-19
1979-02-06
1979-03-02
1979-03-20
1979-04-17
1979-04-27
1979-05-22
1979-06-27
1979-07-11
1979-07-17
1979-07-19
1979-08-14
1979-09-18
1979-10-05
1979-10-06
1979-10-22
1979-11-20
1980-01-09
1980-02-05
1980-03-07
1980-03-18
1980-04-22
1980-04-29
1980-05-06
1980-05-20
1980-06-05
1980-07-09
1980-07-25
1980-08-12
1980-08-22
1980-09-16
1980-10-21
1980-11-18
1980-11-26
1980-12-05
1980-12-12
1980-12-19
1981-02-03
1981-02-24
1981-03-31
1981-04-28
1981-05-06
1981-05-18
1981-06-17
1981-07-07
1981-07-17
1981-08-07
1981-08-18
1981-10-06
1981-11-17
1981-12-22
1982-02-02
1982-03-30
1982-05-18
1982-05-20
1982-07-01
1982-07-15
1982-08-24
1982-09-24
1982-10-05
1982-11-16
1982-12-21
1983-01-14
1983-01-21
1983-02-09
1983-03-29
1983-04-29
1983-05-24
1983-06-23
1983-07-13
1983-08-23
1983-09-08
1983-10-04
1983-11-15
1983-12-20
1984-01-31
1984-03-27
1984-05-22
1984-07-17
1984-08-21
1984-10-02
1984-11-07
1984-12-18
1985-01-18
1985-02-13
1985-03-26
1985-05-21
1985-07-10
1985-08-20
1985-10-01
1985-11-05
1985-12-17
1986-02-12
1986-04-01
1986-05-20
1986-07-09
1986-08-19
1986-09-23
1986-11-05
1986-12-16
1987-02-11
1987-03-31
1987-04-29
1987-05-19
1987-07-07
1987-08-18
1987-09-22
1987-10-20
1987-11-03
1987-12-16
1988-01-05
1988-02-10
1988-03-29
1988-05-17
1988-06-30
1988-07-19
1988-08-16
1988-09-20
1988-10-17
1988-11-01
1988-11-22
1988-12-14
1989-02-08
1989-03-28
1989-05-16
1989-05-31
1989-06-05
1989-07-06
1989-07-26
1989-08-22
1989-10-03
1989-10-16
1989-10-17
1989-10-18
1989-11-14
1989-12-19
1990-02-07
1990-03-27
1990-04-11
1990-05-15
1990-07-03
1990-08-21
1990-09-07
1990-09-17
1990-10-02
1990-11-13
1990-12-07
1990-12-18
1991-01-09
1991-02-01
1991-02-06
1991-03-26
1991-04-12
1991-04-30
1991-05-01
1991-05-14
1991-06-10
1991-06-24
1991-07-03
1991-08-05
1991-08-20
1991-09-13
1991-10-01
1991-10-30
1991-11-05
1991-12-02
1991-12-17
1992-01-09
1992-02-05
1992-03-11
1992-03-31
1992-05-19
1992-07-01
1992-07-02
1992-08-18
1992-10-06
1992-11-17
1992-12-14
1992-12-22
1993-01-06
1993-02-03
1993-02-18
1993-03-01
1993-03-23
1993-05-18
1993-07-07
1993-08-17
1993-09-21
1993-10-05
1993-10-15
1993-10-22
1993-11-09
1993-11-10
1993-11-16
1993-12-21
1994-02-04
1994-02-28
1994-03-22
1994-03-24
1994-04-18
1994-05-17
1994-07-06
1994-07-20
1994-08-16
1994-09-27
1994-11-15
1994-12-20
1994-12-30
1995-01-13
1995-02-01
1995-03-10
1995-03-28
1995-04-28
1995-05-23
1995-07-06
1995-08-22
1995-09-26
1995-11-15
1995-12-19
1996-01-31
1996-03-26
1996-05-21
1996-07-03
1996-08-20
1996-09-24
1996-11-13
1996-12-17
1997-02-05
1997-03-25
1997-05-20
1997-07-02
1997-08-19
1997-09-30
1997-11-12
1997-12-16
1998-02-04
1998-03-31
1998-05-19
1998-07-01
1998-08-18
1998-09-21
1998-09-29
1998-10-15
1998-11-17
1998-12-22
1999-02-03
1999-03-30
1999-05-18
1999-06-30
1999-08-24
1999-10-05
1999-11-16
1999-12-21
2000-02-02
2000-03-21
2000-05-16
2000-06-28
2000-08-22
2000-10-03
2000-11-15
2000-12-19
2001-01-03
2001-01-31
2001-03-20
2001-04-11
2001-04-18
2001-05-15
2001-06-27
2001-08-21
2001-09-13
2001-09-17
2001-10-02
2001-11-06
2001-12-11
2002-01-30
2002-03-19
2002-05-07
2002-06-26
2002-08-13
2002-09-24
2002-11-06
2002-12-10
2003-01-29
2003-03-18
2003-03-25
2003-04-01
2003-04-08
2003-04-16
2003-05-06
2003-06-25
2003-08-12
2003-09-15
2003-09-16
2003-10-28
2003-12-09
2004-01-28
2004-03-16
2004-05-04
2004-06-30
2004-08-10
2004-09-21
2004-11-10
2004-12-14
2005-02-02
2005-03-22
2005-05-03
2005-06-30
2005-08-09
2005-09-20
2005-11-01
2005-12-13
2006-01-31
2006-03-28
2006-05-10
2006-06-29
2006-08-08
2006-09-20
2006-10-25
2006-12-12
2007-01-31
2007-03-21
2007-05-09
2007-06-28
2007-08-07
2007-08-10
2007-08-16
2007-09-18
2007-10-31
2007-12-06
2007-12-11
2008-01-09
2008-01-21
2008-01-30
2008-03-10
2008-03-18
2008-04-30
2008-06-25
2008-07-24
2008-08-05
2008-09-16
2008-09-29
2008-10-07
2008-10-29
2008-12-16
2009-01-16
2009-01-28
2009-02-07
2009-03-18
2009-04-29
2009-06-03
2009-06-24
2009-08-12
2009-09-23
2009-11-04
2009-12-16
2010-01-27
2010-03-16
2010-04-28
2010-05-09
2010-06-23
2010-08-10
2010-09-21
2010-10-15
2010-11-03
2010-12-14
2011-01-26
2011-03-15
2011-04-27
2011-06-22
2011-08-01
2011-08-09
2011-09-21
2011-11-02
2011-11-28
2011-12-13
2012-01-25
2012-03-13
2012-04-25
2012-06-20
2012-08-01
2012-09-13
2012-10-24
2012-12-12
2013-01-30
2013-03-20
2013-05-01
2013-06-19
2013-07-31
2013-09-18
2013-10-16
2013-10-30
2013-12-18
2014-01-29
2014-03-04
2014-03-19
2014-04-30
2014-06-18
2014-07-30
2014-09-17
2014-10-29
2014-12-17
2015-01-28
2015-03-18
2015-04-29
2015-06-17
2015-07-29
2015-09-17
2015-10-28
2015-12-16
2016-01-27
2016-03-16
2016-04-27
2016-06-15
2016-07-27
2016-09-21
2016-11-02
2016-12-14
2017-02-01
2017-03-15
2017-05-03
2017-06-14
2017-07-26
2017-09-20
2017-11-01
2017-12-13
2018-01-31
2018-03-21
2018-05-02
2018-06-13
2018-08-01
2018-09-26
2018-11-08
2018-12-19
2019-01-30
2019-03-20
2019-05-01
2019-06-19
2019-07-31
2019-09-18
2019-10-04
2019-10-30
2019-12-11
2020-01-29
2020-03-03
2020-03-15
2020-03-23
2020-04-29
2020-06-10
2020-07-29
2020-09-16
2020-11-05
2020-12-16
2021-01-27
2021-03-17
2021-04-28
2021-06-16
2021-07-28
2021-09-22
2021-11-03
2021-12-15
2022-01-26
2022-03-16
2022-05-04
2022-06-15
2022-07-27
2022-09-21
2022-11-02
2022-12-14
2023-02-01
2023-03-22
2023-05-03
2023-06-14
2023-07-26
